Grupo_edad,Año, Hombre, Mujer
 75-79 años,2008,630,478
,,,
 75-79 años,2009,668,550
,,,
 75-79 años,2010,664,574
,,,
 75-79 años,2011,720,579
,,,
 75-79 años,2012,734,603
,,,
 75-79 años,2013,760,665
,,,
 75-79 años,2014,739,641
,,,
 75-79 años,2015,772,709
,,,
 75-79 años,2016,863,723
,,,
 75-79 años,2017,914,729
,,,
 75-79 años,2018,902,813
,,,
 75-79 años,2019,924,804
,,,
 75-79 años,2020,"1,563","1,274"
,,,
 75-79 años,2021,"1,363","1,118"
,,,
 75-79 años,2022,"1,158",962
,,,
 75-79 años,2023,983,909
,,,
 80-84 años,2000,394,364
,,,
 80-84 años,2001,397,350
,,,
 80-84 años,2002,431,385
,,,
 80-84 años,2003,524,408
,,,
 80-84 años,2004,528,422
,,,
 80-84 años,2005,523,478
,,,
 80-84 años,2006,493,526
,,,
 80-84 años,2007,518,464
,,,
 80-84 años,2008,569,542
,,,
 80-84 años,2009,558,538
,,,
 80-84 años,2010,584,592
,,,
 80-84 años,2011,562,616
,,,
 80-84 años,2012,591,581
,,,
 80-84 años,2013,655,668
,,,
 80-84 años,2014,676,644
,,,
 80-84 años,2015,706,665
,,,
 80-84 años,2016,664,764
,,,
 80-84 años,2017,828,750
,,,
 80-84 años,2018,782,793
,,,
 80-84 años,2019,813,794
,,,
 80-84 años,2020,"1,249","1,241"
,,,
 80-84 años,2021,"1,132","1,022"
,,,
 80-84 años,2022,930,997
,,,
 80-84 años,2023,848,881
,,,
 85 años y más,2000,439,615
,,,
 85 años y más,2001,428,633
,,,
 85 años y más,2002,450,614
,,,
 85 años y más,2003,511,683
,,,
 85 años y más,2004,510,716
,,,
 85 años y más,2005,554,761
,,,
 85 años y más,2006,537,758
,,,
 85 años y más,2007,585,831
,,,
 85 años y más,2008,635,871
,,,
 85 años y más,2009,667,831
,,,
 85 años y más,2010,721,944
,,,
 85 años y más,2011,758,"1,013"
,,,
 85 años y más,2012,759,936
,,,
 85 años y más,2013,806,"1,033"
,,,
 85 años y más,2014,816,"1,140"
,,,
 85 años y más,2015,855,"1,173"
,,,
 85 años y más,2016,899,"1,160"
,,,
 85 años y más,2017,916,"1,323"
,,,
 85 años y más,2018,983,"1,362"
,,,
 85 años y más,2019,"1,036","1,428"
,,,
 85 años y más,2020,"1,525","1,873"
,,,
 85 años y más,2021,"1,317","1,732"
,,,
 85 años y más,2022,"1,251","1,799"
,,,
 85 años y más,2023,"1,069","1,544"
