Grupo_edad,Año, Hombre, Mujer
 75-79 años,2006,"1,133","1,006"
,,,
 75-79 años,2007,"1,158","1,118"
,,,
 75-79 años,2008,"1,274","1,114"
,,,
 75-79 años,2009,"1,319","1,286"
,,,
 75-79 años,2010,"1,383","1,271"
,,,
 75-79 años,2011,"1,344","1,212"
,,,
 75-79 años,2012,"1,324","1,233"
,,,
 75-79 años,2013,"1,359","1,290"
,,,
 75-79 años,2014,"1,407","1,236"
,,,
 75-79 años,2015,"1,428","1,226"
,,,
 75-79 años,2016,"1,382","1,279"
,,,
 75-79 años,2017,"1,385","1,297"
,,,
 75-79 años,2018,"1,420","1,240"
,,,
 75-79 años,2019,"1,417","1,295"
,,,
 75-79 años,2020,"2,052","1,572"
,,,
 75-79 años,2021,"2,632","2,170"
,,,
 75-79 años,2022,"1,802","1,539"
,,,
 75-79 años,2023,"1,623","1,444"
,,,
 80-84 años,2000,840,794
,,,
 80-84 años,2001,789,825
,,,
 80-84 años,2002,928,"1,001"
,,,
 80-84 años,2003,952,970
,,,
 80-84 años,2004,"1,046","1,090"
,,,
 80-84 años,2005,"1,127","1,117"
,,,
 80-84 años,2006,"1,121","1,092"
,,,
 80-84 años,2007,"1,157","1,072"
,,,
 80-84 años,2008,"1,193","1,199"
,,,
 80-84 años,2009,"1,221","1,253"
,,,
 80-84 años,2010,"1,368","1,373"
,,,
 80-84 años,2011,"1,323","1,350"
,,,
 80-84 años,2012,"1,396","1,393"
,,,
 80-84 años,2013,"1,489","1,555"
,,,
 80-84 años,2014,"1,575","1,530"
,,,
 80-84 años,2015,"1,550","1,549"
,,,
 80-84 años,2016,"1,571","1,494"
,,,
 80-84 años,2017,"1,513","1,531"
,,,
 80-84 años,2018,"1,461","1,490"
,,,
 80-84 años,2019,"1,512","1,576"
,,,
 80-84 años,2020,"1,994","1,851"
,,,
 80-84 años,2021,"2,569","2,247"
,,,
 80-84 años,2022,"1,774","1,670"
,,,
 80-84 años,2023,"1,662","1,576"
,,,
 85 años y más,2000,"1,549","1,748"
,,,
 85 años y más,2001,"1,599","1,887"
,,,
 85 años y más,2002,"1,663","1,954"
,,,
 85 años y más,2003,"1,663","2,061"
,,,
 85 años y más,2004,"1,739","2,104"
,,,
 85 años y más,2005,"1,767","2,117"
,,,
 85 años y más,2006,"1,748","2,057"
,,,
 85 años y más,2007,"1,775","2,150"
,,,
 85 años y más,2008,"1,920","2,274"
,,,
 85 años y más,2009,"2,116","2,426"
,,,
 85 años y más,2010,"2,420","2,734"
,,,
 85 años y más,2011,"2,323","2,727"
,,,
 85 años y más,2012,"2,290","2,796"
,,,
 85 años y más,2013,"2,498","2,977"
,,,
 85 años y más,2014,"2,391","2,908"
,,,
 85 años y más,2015,"2,720","3,128"
,,,
 85 años y más,2016,"2,752","3,300"
,,,
 85 años y más,2017,"2,764","3,352"
,,,
 85 años y más,2018,"2,851","3,340"
,,,
 85 años y más,2019,"2,818","3,379"
,,,
 85 años y más,2020,"3,402","3,841"
,,,
 85 años y más,2021,"4,052","4,538"
,,,
 85 años y más,2022,"3,415","3,909"
,,,
 85 años y más,2023,"2,907","3,687"
